No	From	To	Tokens	TokenBalance	Block	TxIndex	TxHash
1217	0x0000000000000000000000000000000000000000	0x17581b62da870a929d68af4b0d2422000aafda10	277.6344	17781811.725767173190663678	3913405	58	0x020cfe3b40c4db74e7be44fb2452b08cc36cce56c647d6358eeb7d6f136fe76e
1218	0x0000000000000000000000000000000000000000	0x68b56fc0640053defa16239d1c7ad8e540b4d519	239.34	17782051.065767173190663678	3913405	63	0xa654b7d0e9ea7cc1d0d9640c4abb5b778cfb813db234bb827bc9d6ac03be77ac
1219	0x0000000000000000000000000000000000000000	0xf428237037e5c0acf0751f9b42b83d7b4903d305	753.2759834868	17782804.341750659990663678	3913406	2	0x00e04109bf2508b940694ace31615b2d2c09603012d0b593bfa38275af68f87f
1220	0x0000000000000000000000000000000000000000	0x8e21841e17a4e432ea92c99d209a96cee55b66a4	239.34	17783043.681750659990663678	3913406	22	0xbdee670950ccc5f1653b9e4eff55dcba62a8e093fbe7026d571b571771e18080
1221	0x0000000000000000000000000000000000000000	0xb9a5bb71af4a1bcefeb59e58e84357b1692fd944	4786.8	17787830.481750659990663678	3913408	4	0xe7fc19026d964f3188db07756af6f795a7d8acda2833a03c1943fd15eb66a07a
1222	0x0000000000000000000000000000000000000000	0x0b48dda8aa67bb7aba73e67a0c44f213e883e084	5744.16	17793574.641750659990663678	3913409	8	0x23d3f08145008abd38b9480833b552bac31701c3ab6400353104b55089465c73
1223	0x0000000000000000000000000000000000000000	0x0c2ce00e722bd42048c429842f9e1aaf42590140	478.68	17794053.321750659990663678	3913409	16	0xf91d95882233f0ab0945941d7e8cb90cd4e7fca7e24ddc18ccf28cec6f5c4453
1224	0x0000000000000000000000000000000000000000	0xfcf6a9cf887f82d9de25182dd7a2c0f26c70a8b9	718.02	17794771.341750659990663678	3913409	19	0xf4323e9fb8f3a836873db8a1d60b9ef460909dba3bacecbb7330d390f0538a44
1225	0x0000000000000000000000000000000000000000	0x8ae03fa94a53128aecaaa3dffb87fca97797c1f0	47.868	17794819.209750659990663678	3913409	41	0x464e561c65ceb44e1de7c49117223067829041ac989ed3fc036de064a24485fd
1226	0x0000000000000000000000000000000000000000	0xac364da81a79cf1b9ef93a6b6ac0e68d7dc01b6a	478.68	17795297.889750659990663678	3913409	81	0x3687fae693b9a54875662922f061c37e74dc4cb57ddb67a1821ec0585157df60
1227	0x0000000000000000000000000000000000000000	0xb9a5bb71af4a1bcefeb59e58e84357b1692fd944	2393.4	17797691.289750659990663678	3913413	1	0x775438daab9dbcaf7788791c6eed8458ba2fdd7f067b9584cdf36b22646a67d9
1228	0x0000000000000000000000000000000000000000	0x8ae03fa94a53128aecaaa3dffb87fca97797c1f0	478.68	17798169.969750659990663678	3913417	2	0x4a1a696aa1f760aa0dfc5222826ceb838258d0ba1eef69afb03fcc2a10f80791
1229	0x0000000000000000000000000000000000000000	0x7445202f0c74297a004eb3726aa6a82dd7c02fa1	478.68	17798648.649750659990663678	3913417	6	0x538aff9d4eea08390cbd401a3f688caffa5a872f096d7057e732d20e1b9425e3
1230	0x0000000000000000000000000000000000000000	0x5782c87e652b3e21a4be17b20fa83fe4844280d1	143.604	17798792.253750659990663678	3913417	40	0x944930ae81b0e447f079edafaee05ee9cf72a1a4cff87402c1638c0af88d24b9
1231	0x0000000000000000000000000000000000000000	0xd682bda378e3b635d28effd8a2a662d48ecf115f	1914.72	17800706.973750659990663678	3913420	6	0x722c26290453ed7feffeed2ae3ccec5a5b5aa66bed0bea8ee0a9f4dc1a157819
1232	0x0000000000000000000000000000000000000000	0xb3f636cae9e8ad9795d14d3bdda3e382dba47c73	124.4568	17800831.430550659990663678	3913420	46	0x74250580a616da213711fcc389b64244378557bda1f5f6fe3e2365f5582e5732
1233	0x0000000000000000000000000000000000000000	0xa7c89d24da721db34ec7c544688f58ea3bb6591b	7.65888	17800839.089430659990663678	3913420	69	0x076fcb7ea787ebdd39dce82cddc38f51be0f27351cd718f62c2479e6070e38da
1234	0x0000000000000000000000000000000000000000	0x251793b81538505f44a4b65f66bcc7e16b73a9d0	957.36	17801796.449430659990663678	3913420	75	0x2e176e2686216579df0512e27455192e3d17d9b77130fbfbc5eb51fdcaf5fa3f
1235	0x0000000000000000000000000000000000000000	0xe30c0cdc7ae455d92e4cdc72d90baf2a6e101106	239.34	17802035.789430659990663678	3913421	8	0xd11d63b17fd88362b7db055a3e3357f4444eb3d2ec91a5057fd3a6c7cbc95d76
1236	0x0000000000000000000000000000000000000000	0xdaa146bce939f82d1f6a4e7d3d12e8d698fe2b99	957.36	17802993.149430659990663678	3913421	14	0xd384a89f9bc36359ece0fc454fb1fbfb30470e4db8db16d8310d6ef08a740d4e
1237	0x0000000000000000000000000000000000000000	0xb9a5bb71af4a1bcefeb59e58e84357b1692fd944	478.68	17803471.829430659990663678	3913422	0	0x12b25b33eca39f4c845d5ee28de841ee1397f98d5f75503efb90221efebe43a3
1238	0x0000000000000000000000000000000000000000	0xb0d63daf16875f97ac8efbb1e8eab992e65fb2d6	960.71076	17804432.540190659990663678	3913422	32	0xaecae3eb00b72aa5c6b63fbbbb1a0aaeb6a24275e30dd65d96404b3842ae6b47
1239	0x0000000000000000000000000000000000000000	0x0405a86a321b07df7a796e04fd5acfd1507dd773	191.472	17804624.012190659990663678	3913422	49	0x5b0e7627a812323cddf0160b31abe9f0849ee1d2469edb60ee7980356f9c9984
1240	0x0000000000000000000000000000000000000000	0xe30c0cdc7ae455d92e4cdc72d90baf2a6e101106	239.34	17804863.352190659990663678	3913427	9	0x697c1a68379ffebab5d33ee74db991061d35f9fcda41cb862967b48016ef6006
1241	0x0000000000000000000000000000000000000000	0x4acde93f6dca156fa4cd73f6f9de4ecaca690770	2393.4	17807256.752190659990663678	3913427	11	0x2fac16602b8bbc33a38e499153161b94ace4f3360ac1cb88549f06c94c8846a1
1242	0x0000000000000000000000000000000000000000	0x4c73449dc82bb718e4fe1a1c3fab09b7950a7dad	291.9948	17807548.746990659990663678	3913428	15	0x1d56ebb0d34b9211d853338d5b41b9140c09505376a0aab1e268142edc77ab59
1243	0x0000000000000000000000000000000000000000	0x31cde94f920f82688251314f75cd5115e653d502	952.5732	17808501.320190659990663678	3913428	16	0x56c4ceb89ebcd2ad813d49e474e69547e3c7048c02913323f777274f3ff4beb6
1244	0x0000000000000000000000000000000000000000	0x0055fdeebdd52eca3ab1af6288903f49cbc60414	7180.2	17815681.520190659990663678	3913428	25	0x568822a0d5d53470c84ef2feeaddede00e846536910a66be3090dfcc91719fc4
1245	0x0000000000000000000000000000000000000000	0xb4848ed01600d5002e2cfd21d70fd7a77a7e81ec	7658.88	17823340.400190659990663678	3913428	46	0x1680e2e49ad41d3abf59db602bb8695d4a5a032a2d5c4e61dec7b1a387068e2a
1246	0x0000000000000000000000000000000000000000	0x5c2f2adf56544bb8cc08798b9262d3fef5b6c03d	4782.0132	17828122.413390659990663678	3913428	59	0x65d0db0396a499e47b6228f3b7f3a186c3e9572f3b70d52563503c731848f6d0
1247	0x0000000000000000000000000000000000000000	0x4656f59ce56e7b16cabfefd387560c0be0c4c728	239.34	17828361.753390659990663678	3913428	74	0x69a8059d65c9f2a7d2e8ce561b0418a153e0cc8f612f52d3bf77792038ea26d6
1248	0x0000000000000000000000000000000000000000	0xef710c3f999d9f67b557fc0091edc5f687971fef	957.36	17829319.113390659990663678	3913429	29	0x0ad81c182e2c62fddc5e8ecac94e466b96a199e707c952ba1b58d62ca6b9f12e
1249	0x0000000000000000000000000000000000000000	0xf7b9faafd60cd9d510979bc7e453bdf4daee2250	478.68	17829797.793390659990663678	3913429	30	0x2b93072f7354de994b78da4ac0bae7f5cf54f99aaa0ef0b650836b71862bdebc
1250	0x0000000000000000000000000000000000000000	0x5eedc8c576f33bfce795f8dc10dda60ed06014f5	239.34	17830037.133390659990663678	3913430	1	0x1066341fec880ed96a7f1b2f28dd265061cbfc483be9d3d39a94203b6101674d
1251	0x0000000000000000000000000000000000000000	0x52284b841362691e77545fa9c65feae2d8b7355d	430.812	17830467.945390659990663678	3913431	22	0x368ee62fbd8ab92cb7e7318217cb96042fb667c50b712294d5e3b2722f2c1b97
1252	0x0000000000000000000000000000000000000000	0xc4fd76527b6b455b540a033c5c6cb61ff268664b	511.23024	17830979.175630659990663678	3913432	32	0xe74b13b5ae2252ef8c2103090b1c076a7fc23507c2f3531f46e53c3e5d9d1c88
1253	0x0000000000000000000000000000000000000000	0x9320a37b4aeb814ddc669498089cc1530a35ba41	478.68	17831457.855630659990663678	3913432	33	0xea2fb09144ae58873a507fe85edd787fdd10f4eea215f2290684b7bc63999cce
1254	0x0000000000000000000000000000000000000000	0xfc1bb70db33436eca210bc6562d91aac15f8ea36	40.6878	17831498.543430659990663678	3913433	22	0xf20139441a4260793d7bfa9cbf8c891308d554c68d393ce0228900b7491c17bd
1255	0x0000000000000000000000000000000000000000	0xa672cefc00403a2e9c6e71de8188cd52cf36ff4e	3829.44	17835327.983430659990663678	3913433	25	0x0ef5bae845a1a1ed50f1dbe30f064df9b1d0bf3afdbbf6db3806a6273080887c
1256	0x0000000000000000000000000000000000000000	0xe5d505e7836f3397ea35837ed8a9e5e36d80d88a	23.45532	17835351.438750659990663678	3913433	42	0xfdbceb3776fb67fef99b56dca9e427b0535ad42d732586e155f3d78c6eb146b5
1257	0x0000000000000000000000000000000000000000	0x430f08efbbe6f6cb02578935f343a40b88ff5899	2393.4	17837744.838750659990663678	3913433	70	0xef050d79f2bc9e96b96b5e9b7c736902c2aa58618ffef517fb7d4c08b254469e
1258	0x0000000000000000000000000000000000000000	0xd3631bcfb9a9dd56e1e979007f6a139ee6d4fcde	599.0055666204	17838343.844317280390663678	3913434	11	0xf20676eb378d4bbc2b0144dc86a8b27b949f7d573c79167f9f3a25d7bdac12b0
1259	0x0000000000000000000000000000000000000000	0x3f53d7422ee77809bebfab45461b9b967acf6e32	477.914112	17838821.758429280390663678	3913434	27	0x4096685725b4a05ec415e7fc1e77ec6ce8dcd56a00143e20cdccca548ed04bb4
1260	0x0000000000000000000000000000000000000000	0xca4ad3d429ea5130512b0ebb7fa4a7fa6d1a0e41	1436.04	17840257.798429280390663678	3913435	4	0x21c49e9b49ce2cc73709a360eec9d7fe72afe8fde0f85469c65b8d9977e80d84
1261	0x0000000000000000000000000000000000000000	0xfee3bf7fa06194cd5794d76b13213bf5d0a1b0ae	1436.04	17841693.838429280390663678	3913435	23	0x3a78089815bbffc6661cf90008c5d6be8e0df4196d06cbfc005d3c63c4caf7b8
1262	0x0000000000000000000000000000000000000000	0x63db17d372c1e6ad23f49bf7b2993cc8af482e91	19.1472	17841712.985629280390663678	3913436	41	0x426a546622d6644a50f8366760c43cf4a324f432b6fb4333767afacaad2cf2e0
1263	0x0000000000000000000000000000000000000000	0x703345bd09915d0cf19444246657e36d868598eb	239.34	17841952.325629280390663678	3913436	48	0x3c9b4a90881b9ae6271e0266209e4f00ee3e8a2135cda0ea32d7961a34237e27
1264	0x0000000000000000000000000000000000000000	0x969ed662df39b3652017ba6f9a48b161bee3cb8a	957.36	17842909.685629280390663678	3913436	49	0xa0fc045b4b4a9b28f6ad6e9bf2e8fef82296fdf241092a8c0550c9ebf4a16f0c
1265	0x0000000000000000000000000000000000000000	0x6f6c7b473dd7b8e159564cf596629aa4d226c8f4	1436.04	17844345.725629280390663678	3913438	15	0x1c5db97d47b8672d2f9c52d8ddc377e55ba82690d34b8dcfcb42d4450837a292
1266	0x0000000000000000000000000000000000000000	0xfb9a79d649b742fef6e1f7c036987198e2283162	1029.64068	17845375.366309280390663678	3913439	13	0xc984b6cd48141f4fa27e14d65ca6287ea8c234c8b4e52ee94ab5cde6ad2ae4f2
1267	0x0000000000000000000000000000000000000000	0x664f816d1cddbd3fb1128abb2fbcca757baf7ef9	957.36	17846332.726309280390663678	3913439	22	0x6e35a02d1ddae3c90d6729f0c76c246ab7332de059a3cfc487b86b4aab794da4
1268	0x0000000000000000000000000000000000000000	0x8aae50113d811edf6653ee28a779cdbd2a783707	2194.26912	17848526.995429280390663678	3913439	70	0xc49e481d918a349f4d3ad12f1a7515e1616713cace458eceb325e3d476b6c339
1269	0x0000000000000000000000000000000000000000	0x99ae0a287138fa3bf6138c55648e9e338f2d531f	1184.715345769104129601	17849711.710775049494793279	3913440	48	0x9e9c1f07b6b9b3cd6380581284a253a0423d1d04efcee575d23d43608ef91df3
1270	0x0000000000000000000000000000000000000000	0x3310406122ee607463c844ec61fb38222ee06c5d	191.472	17849903.182775049494793279	3913440	55	0xa8143cee7fc034347646343a49bbf7fd61ea49e7d167b07bfa1cdafddfe75607
1271	0x0000000000000000000000000000000000000000	0x3381b2e75086d113daaad7bf7434f8332331a348	4786.8	17854689.982775049494793279	3913440	56	0xb8a46b3b4b75fb318b58a15e7d16892d46e4a90942379d0635160b1281c046a3
1272	0x0000000000000000000000000000000000000000	0x44494ff52ca8be58a80fa8ad5c2055237d860155	718.02	17855408.002775049494793279	3913441	19	0x39011b7fa39618e034044bc103d8c677bacfb94a4308e4a08e6095df376b6c07
1273	0x0000000000000000000000000000000000000000	0xd47f98b39907f344ef058f6561d5bc0fd42c6740	785.0352	17856193.037975049494793279	3913442	19	0x1630232273f8d1f4cb9d19c3e6b395ced4844fed646ee568da25c10857d8ac42
1274	0x0000000000000000000000000000000000000000	0x235d6e2d599df935da847b5662443653957d14a1	1064.58432	17857257.622295049494793279	3913442	22	0x48e380bc52067017f58e39f5b91eae8664401703b52febdc1c73ea8ac7f893f5
1275	0x0000000000000000000000000000000000000000	0xbfc78690734ca9955a8c883e9918b80b7d1d9c08	478.68	17857736.302295049494793279	3913442	30	0x7c93f95a0c51193563560ace7303df8d79a4e2d4dd281a3c7c75261943da40ba
1276	0x0000000000000000000000000000000000000000	0x70cfbb2b250ab7066916955fa3efd3d264239151	550.482	17858286.784295049494793279	3913442	36	0xa56e1593c990fe2c10d94df2c78393930e11dc04503e97ee4afd86811edd6271
1277	0x0000000000000000000000000000000000000000	0xbc75d134d4ed07961c97b8864474436798bb97f8	3829.44	17862116.224295049494793279	3913448	4	0xb4b215189d2d5c0b4f642d8fcf82593a7a0a7a4979c5c9ed9618431fb9172ca5
1278	0x0000000000000000000000000000000000000000	0xd100af110d1a9d4968ba5c765aa37cc95a2c6ada	957.36	17863073.584295049494793279	3913448	24	0x6bcb4a14c5e6ecf6ad21e99a2bd1b00f29731d9e824034c1839b74e90d66feb1
1279	0x0000000000000000000000000000000000000000	0x57481d000ac8cdd965c078d79ab9a4be4093054a	240.488832	17863314.073127049494793279	3913448	26	0xcd1f3f66c52afa55a8b8808a98c3e52a185eaf7942aeb6abdf5b58283e9adfc2
1280	0x0000000000000000000000000000000000000000	0x5eedc8c576f33bfce795f8dc10dda60ed06014f5	14.3604	17863328.433527049494793279	3913448	31	0x32b8430ca8090d667d62bcc640a3f82ad40a83797fec587cd3c63d197a5785e1
1281	0x0000000000000000000000000000000000000000	0x00569bf1b519f582da8ed39ed020b160dfede520	478.68	17863807.113527049494793279	3913450	53	0x13ff5e35dfa3328845fad48ddf3f856a516e762b4d1ef42e56c3ade9d1c5672e
1282	0x0000000000000000000000000000000000000000	0xcca14b4db84295d1ee91ea849e1da17b2675f215	478.68	17864285.793527049494793279	3913450	54	0xb3cf119eb15c8f735df507a42f57ffd5cb9e71429e334ee1123ea2843d0fe754
1283	0x0000000000000000000000000000000000000000	0x90ef7500c348a43d71b447d56f91f2a7bee27ce8	2393.4	17866679.193527049494793279	3913450	59	0xaac33557313fea818cec9a6b13563a5b74b6855dc2a9547e0d6df3c7780e2f22
1284	0x0000000000000000000000000000000000000000	0x40c2f3eb1bbf212d1584e7059b25424ea693a17d	478.68	17867157.873527049494793279	3913450	64	0xee5e491617314dcec6c7ec6505992744e184386fdb4ee3df5264bcfcd1030f2e
1285	0x0000000000000000000000000000000000000000	0xd09bc98c17c95b6786436feabf16642c5b882eb3	14360.4	17881518.273527049494793279	3913451	13	0x18eb9000b8b5c0afec90a5b2886dc8f80010875b8408ad62e5585719b7ee6dad
1286	0x0000000000000000000000000000000000000000	0x8ae03fa94a53128aecaaa3dffb87fca97797c1f0	382.944	17881901.217527049494793279	3913451	28	0x572cf305a4a0e30a2b8e6418547e300b2763f224fbac2cbf229ea7412d59c179
1287	0x0000000000000000000000000000000000000000	0x4e2b10fdc68fdd35bb85909f1727fd90f4df0795	119.67	17882020.887527049494793279	3913451	33	0x010b73b6984313e33f5fac9ce5d4485569449a52a6fdb4e4beedd774da72c4e7
1288	0x0000000000000000000000000000000000000000	0x7d41740d6772fd1871a9909a66ec71d4bf7fd51e	526.548	17882547.435527049494793279	3913451	34	0x7013d0805b8587dfe494a06a5f8138aeeaa2a0a6455904e3d89a0d16d80a73ec
1289	0x0000000000000000000000000000000000000000	0xd1193c7b592482e275024f5cb0a16cfdd62d0afd	1196.7	17883744.135527049494793279	3913451	35	0xa4fe4eba7d2466f8489e2d371cebe37ec7673f28716c6d1774257aafe874a560
1290	0x0000000000000000000000000000000000000000	0xb62501495f4143435033bea49e8bd7fbb8b47430	2393.4	17886137.535527049494793279	3913452	2	0xb4842203ec892e5a7e71d53e383cf94c6c6b632c81bc1fd67c56769dd0755ec4
1291	0x0000000000000000000000000000000000000000	0x05683848c6b06b18f2aba5ed01ecb6a9a8108a3e	957.36	17887094.895527049494793279	3913452	7	0x67b77dd38a9026b2911515778072e2a158c19baac401f4903d05358713fdc949
1292	0x0000000000000000000000000000000000000000	0x0ac6178df3a1c6910239e2e6e917465735e0ade0	47.868	17887142.763527049494793279	3913452	21	0x8127cb029f34ed96fc6fd7dc635f6cde5887c7809efab7c5cf2bc88fe6457472
1293	0x0000000000000000000000000000000000000000	0xdf1718d37ed7579242ccf4f2160d09685eaa9e2f	593.5632	17887736.326727049494793279	3913454	14	0x98a8725b74e35c765d6ada03b8f5291ff475747669921d38fe00f8ec34578378
1294	0x0000000000000000000000000000000000000000	0x54735d8666d9e84376c910f2e32a4af79ee48120	4308.12	17892044.446727049494793279	3913454	18	0x735189dd3009f1ab746bcc8ca8292884b332241c919f8bfc96937f39859bbfa2
1295	0x0000000000000000000000000000000000000000	0x1cf2a2d22e8ca39ddfcf481039601f5ad74a8e8f	84.1554718716	17892128.602198921094793279	3913454	19	0x76db93f0eb87c21d08a115b78c2bb657e8a540cec0cf8a6f71574f393fa9474c
1296	0x0000000000000000000000000000000000000000	0x489b88d42628fcae059018d47aa9dba420c9abd2	432.08135596512	17892560.683554886214793279	3913454	56	0x87a40f7399658aeeaa57d91ae90cc23dab150c35f7ebcc0a2a64c3b109c17195
1297	0x0000000000000000000000000000000000000000	0x002848284eb655a5a99250ffbb09605b8e624261	2393.4	17894954.083554886214793279	3913455	1	0x67777109783cea487e29085b7b06cef5c0167893e0809b039ebde648425c26eb
1298	0x0000000000000000000000000000000000000000	0x0050ea391908166f958112183c709b4aaab168fc	6940.86	17901894.943554886214793279	3913456	2	0xe3cde19a4c1b642404a2c9e0b5811dee6af9655c20dcf5f69a6b1442c9010f5c
1299	0x0000000000000000000000000000000000000000	0xe3d9c207b6312b32b661469a84f2b6278c6c765c	473.8932	17902368.836754886214793279	3913456	34	0x68404f93f10050f019970ebe2b1e3f0ecb2b271c0bd42fd30f64fa4c5a537315
1300	0x0000000000000000000000000000000000000000	0x68665558a5c0d302b20bd8142dcdf3a59947c34b	258.4872	17902627.323954886214793279	3913456	49	0x0efa7de6d0269816c2b12524f6d6e70bc84b8b84b48cafef0ac071e571800a99
1301	0x0000000000000000000000000000000000000000	0x03fe00d55a4af6510fc2de741574a86608d1117e	80.0959303956	17902707.419885281814793279	3913456	57	0xfca49301d2a8edc21b50ddef1e5c584d1862548ff373f0112bceb5a9f9cd021e
1302	0x0000000000000000000000000000000000000000	0xb7edcf7b9f545bb267efeb44c01ca811f120d122	478.68	17903186.099885281814793279	3913457	4	0x21370245410c8a53aa69b8d0fc8780e2643c3d35213228a800cff4254b96a613
1303	0x0000000000000000000000000000000000000000	0x2553a9aa6cdb203895a904e98f6d2437be0805ce	461.9262	17903648.026085281814793279	3913457	7	0xdf9d14a3524f505427de9dbde231a05472e630d3190b0fb9dceb0b3ba2ce8c89
1304	0x0000000000000000000000000000000000000000	0xa16864c8eac411f3ead5f02590cf50f777103c24	718.02	17904366.046085281814793279	3913457	12	0xe7cc9832f9b77c6f3476351245117f54b9e6f2911968e8799ca5ff540d8aad93
1305	0x0000000000000000000000000000000000000000	0xcc369efcda35691cab9aab0ac4ae87179a5b5567	9573.6	17913939.646085281814793279	3913457	13	0xe9a1e7b02cbb41c4e14b29bcc7e012c9a8fd05c92c678d4d54fa639167a857ed
1306	0x0000000000000000000000000000000000000000	0x44494ff52ca8be58a80fa8ad5c2055237d860155	478.68	17914418.326085281814793279	3913457	30	0x8d4339fd9765761f0df68af7a9ea0741ad80451f76b863edc776cc13426c29d6
1307	0x0000000000000000000000000000000000000000	0xf6af742d17e9fbf123332ecc88c079eb2cb28518	188.231444103	17914606.557529384814793279	3913457	63	0xbe8242da063cead9497567a1f5eaed5f39b0f382684b53ea624b84e968b55149
1308	0x0000000000000000000000000000000000000000	0xa0fd28192487df8e328fa9658d0d71de333514f5	714.8823028614	17915321.439832246214793279	3913459	75	0x4d76e61425eb4c98dff231a8810db558c53ebe2abb03fa157ccdea3ac1cf3367
1309	0x0000000000000000000000000000000000000000	0x4d42f2598fdb3f15a22ed80b0d9014d235cd687f	957.36	17916278.799832246214793279	3913461	1	0x9e4cab26dc7caf1025b5925cf483ef230b93160682a1877757c40f2cc8eff0a9
1310	0x0000000000000000000000000000000000000000	0x0da8b8ba342526c661bc04d64420d7f224e16df8	478.68	17916757.479832246214793279	3913461	4	0x5db6246dcd6fd3a11b129b00a34b46412985299dea6634cb19e4139de862a706
1311	0x0000000000000000000000000000000000000000	0xdef1582848206ee65535db4a3cc52058fe54d1ea	478.68	17917236.159832246214793279	3913461	30	0x8a214d0a681d1959162b61fa6cd00b7810a0ead319b19159b087572893bd022d
1312	0x0000000000000000000000000000000000000000	0x31a204f032d84b4a20913b3f9954a5e5b731108d	239.34	17917475.499832246214793279	3913461	31	0xe197d6e65bb109996cd834daeda5bd12d500420c7dfce3a4c58d0bcae8fd1a78
1313	0x0000000000000000000000000000000000000000	0xa5659c0a37a63c2cbada7264ca08cd76ed06c347	6701.52	17924177.019832246214793279	3913461	32	0x9c74b3c0c3fe7898f49025270d131a87a652a4846ea613eb4a4d755b5d865635
1314	0x0000000000000000000000000000000000000000	0x6994094171e0fd59646e9b22937552fee6b8ccb5	1842.918	17926019.937832246214793279	3913462	5	0xd51fa6fbbe42c8597089d9cd9ee855bde91a6962de61b6e6a47ec7f14887d197
1315	0x0000000000000000000000000000000000000000	0x9d09c0c4993129080a0824d7da11ad1e685e725b	2872.08	17928892.017832246214793279	3913463	38	0x828e6cc590b0394c12736bbcb61eae50e53d7e8ff7b0d4f12f871ad072058be9
1316	0x0000000000000000000000000000000000000000	0xdee68c8b5b594feac6eb5fd761a058c728a42476	143.604	17929035.621832246214793279	3913465	15	0x13ed285312ad82ffcbf41c659fa35b10b6d30c3d35af29c346cb34ed9aeaa4b7
1317	0x0000000000000000000000000000000000000000	0x8bc1363170fc21ff1aab1d7049cb4f1d23934b8e	957.36	17929992.981832246214793279	3913465	31	0x9cd4c2af03f53bb1ed6eb8913820eeee9c656fc3ae73262d9a718fdb6e25bee5
1318	0x0000000000000000000000000000000000000000	0x266a3d6cb62429262cf8507103a40168d88fca6d	62.2284	17930055.210232246214793279	3913465	60	0x5fa6482d7a67e6900d5e2e46aa0302e2b9363f874f0998e37a25bb157cd448d2
1319	0x0000000000000000000000000000000000000000	0xdb2270145b720d2f9180879cd8bbf2879aedec3d	478.68	17930533.890232246214793279	3913465	73	0x9b27df786316e88a7cb7659ba64d09b8e5eb66ed968db248d5e735e7360b1393
1320	0x0000000000000000000000000000000000000000	0xf15e47be994d89c1c2a6290e91c0d5f1b5caf610	957.36	17931491.250232246214793279	3913465	75	0xb911a5084232bfa026f563ff0352ddccfe54a396558c39752a735e3140ac5e5e
1321	0x0000000000000000000000000000000000000000	0xc28e865d701a3573485a43d858c2db46fb156301	2393.4	17933884.650232246214793279	3913467	74	0x1c4532020266ada3f7e9625c5c42321070c5c9c7b84f68f9d9fafd4a39ffc61e
1322	0x0000000000000000000000000000000000000000	0x880a9d2779da185c2b4f9dd05dd702ed1c293ad2	483.4668	17934368.117032246214793279	3913467	75	0x102e943b6a0889018dc2bb51f32031f31e302a68b01502bb06690c5bded523b6
1323	0x0000000000000000000000000000000000000000	0xc31167ed8b1882e4ac34ec245967bb8541a09cd7	382.944	17934751.061032246214793279	3913467	76	0xe8f78755f4fd5ec3bc9ae14cca983184f4f8a753c28249740f2c5df298f953d4
1324	0x0000000000000000000000000000000000000000	0x3ff5174acf01ee9749c37ae168494fc01e75c323	4786.8	17939537.861032246214793279	3913468	3	0x991952bc0e8e382cbfe16093102e8d2645e5b4ba851c1428efebe42d1e389949
1325	0x0000000000000000000000000000000000000000	0x6091320655a6127dd64507de2789101c728caad2	957.36	17940495.221032246214793279	3913468	19	0x7790e7191efc73d20768541bf1f9f79ced9c9c88382780886b6a307cb869de2c
1326	0x0000000000000000000000000000000000000000	0xefd0f7142e514c67a4fdfc82f95aa5d149c9872d	4786.8	17945282.021032246214793279	3913468	23	0xa0979aa17374660c5db25df255dca9a3e0546d415c4442c1e11cc9393b93b6d6
1327	0x0000000000000000000000000000000000000000	0x6ef3f68e7356c61d6bd62fbc7295e9c821bee063	34.46496	17945316.485992246214793279	3913468	79	0xe6869e3d54a62c5e7b449a34833f3bc0b418ace044ab6861c38ce5beefe919da
1328	0x0000000000000000000000000000000000000000	0x27dd12a74b3c57ff67dc863cb39ee799091ebdb1	1436.04	17946752.525992246214793279	3913471	65	0x1b17d2c79faa2119aa1ea49fd54a8a323610ccc102ab241a2dadcee3fd5fc145
1329	0x0000000000000000000000000000000000000000	0x172d6497e054c79fc6963e388ab6715c9e3ef523	477.4833	17947230.009292246214793279	3913471	69	0x8572523b5f25d2d54e355fd72c235b8c316bc0f31de72e5756edf5ab31473d68
1330	0x0000000000000000000000000000000000000000	0x7e2acea8ebd261081809b3c78822ac21b4f18fe7	3350.76	17950580.769292246214793279	3913472	31	0x1eda6d1dd45aa76093df61f968f8fe46fef6269234ed228bbddaedcc35a03f64
1331	0x0000000000000000000000000000000000000000	0x431c75744e4514885712f80e92de945cc047d892	22258.62	17972839.389292246214793279	3913473	37	0xfeaa6dd7291d6dd9375f700bbb17fd2c712ed7840606c85ffb15c8218e93d1a7
1332	0x0000000000000000000000000000000000000000	0xdaa146bce939f82d1f6a4e7d3d12e8d698fe2b99	478.68	17973318.069292246214793279	3913473	101	0x1894a100a6323abbad41d60924a591aaa88b3645dd04280031cdba4f2c4cde57
1333	0x0000000000000000000000000000000000000000	0x0e9571770f5e81cb9b9a4ae3b8b7b56757a4bed9	1436.04	17974754.109292246214793279	3913473	106	0xf6ffcd9f617e16d231a6e0c97d16f6380613c02dbdf2fa62f5e3d744244695fc
1334	0x0000000000000000000000000000000000000000	0x04eceef9d67c39c3927068a3c2cf11ad1952f893	2393.4	17977147.509292246214793279	3913474	4	0x55237a0db8b810f0929bee63961f4906e157c5804c5e296697c61557d25c669c
1335	0x0000000000000000000000000000000000000000	0xff8536eddad144a0005cd6f34999a11a9a871ddf	957.36	17978104.869292246214793279	3913475	1	0x01dacc1863f842499e1ef8d29abb4f34f3c0d6da76586077351259907df41d53
1336	0x0000000000000000000000000000000000000000	0x8bec936f72b8d7756d11f13beafb7e973f74f3df	38.2944	17978143.163692246214793279	3913475	37	0x6899aafdd0559b20e4ea6c5bf166acd0c79e0bde500ad420e29ed03937317aba
