No	Buyer	Ethers	Tokens	TokenBalance	TokensPerKEther	TxIndex	TxHash	Block	EtherBalance
0	0x8a53ee33d77371bacdc76cae6632c23495f669d7	1	478.68	12586701.68	478680	26	0xb7b1084136431bb4956414025a71e710b4f57363ba2aaeabd2f4dac881866045	3913144	1
1	0xa6bc6b41fc360364af6c2138ad9f1e4005523532	2	957.36	12587659.04	478680	38	0xec7f08d8e2e47b20248559e97bc1b7f702342b5c360f1b0b8c804f16b41d003f	3913144	3
2	0x3b150851de69e672ec79a60a3df4663985496e14	1	478.68	12588137.72	478680	78	0xd13f01385b2df8b30b17472addcce102039fd68405448e9037cf6b582ac0ae4b	3913144	4
3	0x03474b39c921adbfaa80aad93a3069b5cd2f7958	0.95	454.746	12588592.466	478680	0	0x5669843d5f32d5c621c91dad7e1992ab08836acb797fad67d7c413371c4c713d	3913146	4.95
4	0x9db5b9e37d8e8827f5f49839821cb16db555d5f6	2.1	1005.228	12589597.694	478680	8	0x8489065d86f1ae84ba26cc5c1387176e3fc78207857801004ed680c0d9b013ad	3913146	7.05
5	0xc5cc4644c3b9ccca30c3e9a2d21651b795a96a89	3	1436.04	12591033.734	478680	7	0x1d4464d94dbbb67532314819f52ffe80dd4bb10e36a2fb210384c1bb351daf5c	3913147	10.05
6	0x83df74e7114079b98e69089edcdc8de377fb7cb0	0.1	47.868	12591081.602	478680	11	0xb317ad5181c525990dec1d6eacdf776aaf053f81723222da86f44f5d5f61ebf2	3913147	10.15
7	0xa81b019fd55ce3a676c4dfa1ae8a1ed9f48ed675	2.7	1292.436	12592374.038	478680	31	0xc5844863c0a9cd07c3fed820ad4b03f7edf091b4e38d65f2f8a42df3b7a6f20e	3913147	12.85
8	0xbc7a323e87f2820ac55d15c59db31edbdd176da6	2	957.36	12593331.398	478680	1	0x7ac3c2d438ddd57495ec9694814a7a75bc5f1409f097c4f8edd90ffef1a10b25	3913148	14.85
9	0x7b5e7fa8e19db6f3488d064c5f0ae519f439a643	400	191472	12784803.398	478680	2	0x7ec728913435909a164f463dead505ea96bf59d25db1df4cb1fdd77b863e9785	3913148	414.85
10	0x93750ddf10aee0f883cec77769606a6bf97efe70	1.5	718.02	12785521.418	478680	3	0x8091a201c9da5a98c16f4b414f83eb932aba71661bd3bab0a420774e878b711f	3913148	416.35
11	0x7e0e15ed146d0ae84d7779f82b650523d5c4ac01	0.29824395439168024	142.763416088209497283	12785664.181416088209497283	478680	4	0x88f48adc1aed89c459831ddf7585a1ca83e2f53e4ecaf13ef582a82700df3151	3913148	416.64824395439168024
12	0x25352537c8f887eb55ea0d9dfe4b888dff494f7d	3	1436.04	12787100.221416088209497283	478680	4	0x066978f035bb97e488fc49e52d23f55e4690f089a7dc4bb1b6ad3e81b5a499d4	3913149	419.64824395439168024
13	0x5075a11da5604882c6d5d332bde32c29572a7854	0.3	143.604	12787243.825416088209497283	478680	5	0x31b483bd3824dcdfaee1c7d7fe84ed07a8b04f867d7cb0e5ef4f3024521f551a	3913149	419.94824395439168024
14	0x8e72780406cb9b992b7bc8ff0308dc63510f10a1	1	478.68	12787722.505416088209497283	478680	6	0x4d27102ec626993df662c0bf5a6f82a72e573531784422af80ef3beb7aa71ccc	3913149	420.94824395439168024
15	0x3fbcc04b418172b9803446b5a0fdced18903d48b	5	2393.4	12790115.905416088209497283	478680	8	0xeb8a576f5cd9df3c9d48d0f606ba98325819ebe778f3cbbb8d9e0714b1d8c937	3913149	425.94824395439168024
16	0x83bad39f067ef72e354f2ea9d318eaad381a7f15	1	478.68	12790594.585416088209497283	478680	13	0x962d8c4eccb7badbd33f71a4929f91431e219fad6a5f22f6177a18ba304e9563	3913149	426.94824395439168024
17	0xfc3c8111c7947e07a45b6c8d3fa4d60e3c2acb6a	15	7180.2	12797774.785416088209497283	478680	14	0xfcea395abc7d2510ba20b8155ee73655fe2b930a08bd14a4cf41112587bac7af	3913149	441.94824395439168024
18	0x38294068f8958e0aa02588f7b878b38bb31b49af	0.15	71.802	12797846.587416088209497283	478680	30	0x7244ad2e2f6d7dfeebf6dd289689567549679b07c44f4b7d6c3108e6a6c1ed24	3913149	442.09824395439168024
19	0x870b140e7de192dc1538a33d0c359b70ff2c3292	10	4786.8	12802633.387416088209497283	478680	1	0x76d2318442d78e80441ea697134c12ae9189a60e732dc9ce4bc44053dba62777	3913150	452.09824395439168024
20	0x62895b65f36bddf1373b363dbd7f7696e0fd2ced	30	14360.4	12816993.787416088209497283	478680	2	0x1ef61d15adf3c5e5fb75f71457348ed6e8a7dd6e38c8fb4e7a4fa7cf600ec5f4	3913150	482.09824395439168024
21	0xa509ee3ba15a34f503237723569492d7b0e8fd06	20	9573.6	12826567.387416088209497283	478680	3	0x21c62a008311e8874b9a9188064bb2cebfd433bb8c45cddda110a01a7641044a	3913150	502.09824395439168024
22	0x394f7953688191c5d812a4135a7881d74c5f64b1	40	19147.2	12845714.587416088209497283	478680	4	0x22602fd58c2b53a6b7b901fcecd442921b7ff9ff824a100384201eb25a873f0d	3913150	542.09824395439168024
23	0x89a94b48b21d3b5f959305643d3c71dc88cc7fbc	3.4	1627.512	12847342.099416088209497283	478680	5	0x348f4ac0428b44412f08aa27a081e1750493520d9ebb21b1cdaa3ce3b3eca7b0	3913150	545.49824395439168024
24	0xbb1f1a28e6d86c296864209a6071023d45180ae6	3	1436.04	12848778.139416088209497283	478680	6	0x3f9363eed1b8395332e3bbc813e9f603a3472c03880bd258c794311d5b30cbe6	3913150	548.49824395439168024
25	0xd6b7695bc74e2c950eb953316359eab283c5bda8	10	4786.8	12853564.939416088209497283	478680	7	0x4929458fbf08438fc8726cd8e7503053ac7a0b679594aca4536ef8abb07debc0	3913150	558.49824395439168024
26	0x0f934a2123a2b510522590599eb9bec66c89e64b	6.001332732	2872.71795215376	12856437.657368241969497283	478680	9	0x4c382d3cda16dd6f2617a10b112b180745bb433ad46c7b93617d61ecc712bdfe	3913150	564.49957668639168024
27	0xb035c904c0770759369eb7432691a80e30df9c93	2	957.36	12857395.017368241969497283	478680	10	0x57a9a3a53d61a7a03206eddd68ee85956958931ea9b222a0ac5807de4612cfdc	3913150	566.49957668639168024
28	0xc7d7f6df2872eb0a2fc69251e8cc7d2876ec1b8d	1.67	799.3956	12858194.412968241969497283	478680	11	0x5c663fde03d2116f6294891e5b822a3b9d20cabb5a98e6f540d1733296b9fefb	3913150	568.16957668639168024
29	0x92a8f4c470e2c243e48c14709dda9009be4d5310	2	957.36	12859151.772968241969497283	478680	12	0x61262d336b839fddedb073b2aaedf8705df4775bee0dd8473890f77be8ff0c46	3913150	570.16957668639168024
30	0x4ae6a8a28c87b75e935a90d6128f2649c969c0d8	0.5	239.34	12859391.112968241969497283	478680	13	0x64544f3a5278060f31cdeec767189a51137285100c98816ce453c939f842004d	3913150	570.66957668639168024
31	0x00a7ea77c5412bfc0c4e3a2991222daa56801699	10	4786.8	12864177.912968241969497283	478680	14	0x6663f580f8357913dd048d197cdacb5b4a69855581239c9eb1524163d1c12b92	3913150	580.66957668639168024
32	0x6675a5b92bf2316769ca3d80ddbb656d2cf9af9b	4	1914.72	12866092.632968241969497283	478680	15	0x730d0df040d9cf895d6e1572d01be9fd24b63fb1b769f17bd318d11eebb6bfc6	3913150	584.66957668639168024
33	0x5926fe867e951386ef17474e8eb713f17095b663	9.5	4547.46	12870640.092968241969497283	478680	17	0xc692f1751797eae22ae49b346475c2bfad51ec6a9d8dd72a81136855a5ba8c81	3913150	594.16957668639168024
34	0x31b3233acfa550584d38ba94dd037c4d8b04f074	1	478.68	12871118.772968241969497283	478680	18	0xccdbfe1b766a91e06738f8fc32098b08a89b5e49d98a9997ecbff6691ccd43d0	3913150	595.16957668639168024
35	0xfcc5c1f3182dd4c3628de14d8a2c070a79e5e44f	9.7	4643.196	12875761.968968241969497283	478680	19	0xd2188a7c9280bf5eaad0c20d74d015c29d37ecd3bdf6fa087ca6800629e09542	3913150	604.86957668639168024
36	0x8e764e690b3b25bd3e8b2714c8f4e06e7e0416c8	3.75	1795.05	12877557.018968241969497283	478680	20	0xd306dc2b8b14308fbf832e9b66e832138d265fdd20b044e838ab150a3a69b3fe	3913150	608.61957668639168024
37	0x6732f7bec0e6ce62f7edfcd7448cfb2947e6526b	0.977831934	468.06859016712	12878025.087558409089497283	478680	22	0xdffd60145575492948068db114b8a8107075371e7b9f45a2765db393739b7b0e	3913150	609.59740862039168024
38	0x700a2ae2e1ebbf33a38763ed9ab73fc0479552c2	3	1436.04	12879461.127558409089497283	478680	23	0xefdec78bc7d1870aa8ffb61241b542e1a440802b83b59847c736c73ba94d3a08	3913150	612.59740862039168024
39	0x3eb244eaa617cffe19d0368ef1a140230e36207b	0.11	52.6548	12879513.782358409089497283	478680	24	0x60d7b790bea247a8065e980cde72e8891bf85161b2aa5a4ebc7c505e7dbfd20a	3913150	612.70740862039168024
40	0x8a4de532e3364dbba3b555817dc92b48d7064c86	5	2393.4	12881907.182358409089497283	478680	30	0x2256fe94013652732dee7e697d045170b2ea369c300db327ae230abdf1f6364b	3913150	617.70740862039168024
41	0xaf302aa751058797c6ab5249cb83547a6357763a	10	4786.8	12886693.982358409089497283	478680	33	0x39bf633186cf564c1c1af51affb32666c343f173fb2333a30775b68be9209b36	3913150	627.70740862039168024
42	0x0088e8a7bef4ba089c9efc9f07775e3f91b868e7	20	9573.6	12896267.582358409089497283	478680	34	0x60efeae43000feb295a8af5bac0be4bb8bff1a2289a89ce22c3aa8bd48d613ec	3913150	647.70740862039168024
43	0x708b6b354fb7e8a2beab12fb391cfbe6a6a83085	5	2393.4	12898660.982358409089497283	478680	35	0x8ee1e3fa95c75c575389081f9a09bf51083de8dcd76b44c84dde689daa2b114e	3913150	652.70740862039168024
44	0xa7fc01ff59f917db3d77b07ad24bacfcd1943cff	35	16753.8	12915414.782358409089497283	478680	42	0x37979dc5f8a3c1364134f55e6b559c0fb8d1c863321cb31adaf8d921173cefcf	3913150	687.70740862039168024
45	0xa5b5f3d06b2026892fd6b595e80009282ee56c2d	5	2393.4	12917808.182358409089497283	478680	49	0xa72f0a13ab0c9fa94d2dfe287608fb686d3374fdab3b463bccde845a6c5c50ea	3913150	692.70740862039168024
46	0x487088b1e36dc17f5e3c7739b08e8d3c3dac7ff1	0.2	95.736	12917903.918358409089497283	478680	59	0x19061015d85705d3d414402162e2becdd721e69aae2360909a35081978b33cb0	3913150	692.90740862039168024
47	0xad5220c1afc74f861739b31b3d63532ad1d3ea85	146.24	70002.1632	12987906.081558409089497283	478680	0	0x99d863842f157bbbff5e5afde60b54fe02cc61d0c45f107b32c292797ce62393	3913152	839.14740862039168024
48	0x5e8b70b5215c6842a9d4f38fdc4e0dfcec8f2249	5	2393.4	12990299.481558409089497283	478680	1	0x03d0f09f3c4c571b56da8148aee52bfb84720f7b06f5d6dcfbb196b9c5be4652	3913152	844.14740862039168024
49	0xda1b2aeac0196d39658186604609fff185e1774d	2.61	1249.3548	12991548.836358409089497283	478680	2	0x55cb03f071452b46b0014fd0885922a36dc858dd7db5f4487ef5537467dbb10c	3913152	846.75740862039168024
50	0xdf7c3e465f886238925472c4b4b92eeab3a10877	10	4786.8	12996335.636358409089497283	478680	3	0x9bfb59c149607e53baec1f14aa7c8aaa254df94ae7fdb92ef662eb68caaa7a8b	3913152	856.75740862039168024
51	0xa7c8db7920e89b9388686c3c06e0824e6a2abaa8	1.99	952.5732	12997288.209558409089497283	478680	4	0xb1ad03b1b6c3e9828e496f941da49a86e2b0e6f9eb8b184949ea5ffe1f4b6e01	3913152	858.74740862039168024
52	0xb464dab7a2b173a22645bdb98b6aa4eb6abbe45c	21.99	10526.1732	13007814.382758409089497283	478680	5	0xb4b93c5a880a30810beef64a865579f1aa8c742c8f70e265c1179a8d7f71cfb2	3913152	880.73740862039168024
53	0x4105b4343f4c52cea24d2cbda25b714c10bd0fc4	8.2	3925.176	13011739.558758409089497283	478680	7	0x62af5984f8ff3a48c105873c9361e14cc42c3a499905eb504df7b3926c9b46bc	3913152	888.93740862039168024
54	0xb583afde568f1228694bd6ff537002c361acebaa	5	2393.4	13014132.958758409089497283	478680	9	0x6c432c32f2835392670da77d46d66d882af74026fe68eb928025d9ee8095232b	3913152	893.93740862039168024
55	0xc5f444774a79a772a7f4f20fffe8c2dcb4115ee1	6	2872.08	13017005.038758409089497283	478680	10	0xcabb1565b1a1b79d82277bf9ce39a21950c352e06daee57ad0b94090f13e619d	3913152	899.93740862039168024
56	0x7f42c58eec6f53638a81caa5bd989fc3b284888f	5.7098484	2733.190232112	13019738.228990521089497283	478680	12	0x0d1fe5c64624a173edf9ffe904243cb9da433341842d44929a309040d2fb751f	3913152	905.64725702039168024
57	0x763d780520fcb17af0f2bd80a9eb3c76de79cd1c	1.8	861.624	13020599.852990521089497283	478680	13	0x1fce1fe76ad0197e8f2de70bf39346757940547d2b27830aab0fe8c820080f0f	3913152	907.44725702039168024
58	0xa4998fa51d035389abc367b702855121db5051a6	3.784198644	1811.42020690992	13022411.273197431009497283	478680	14	0x2a6ef9dde71576689f6978c35a114be36cce33af0f51bd5549a47c248a2872f7	3913152	911.23145566439168024
59	0xf33b41bcc4dbd712613b0f91787d02764309c456	1	478.68	13022889.953197431009497283	478680	15	0x53fb6ca1a7c125801833c66de1e4daf36d833e097458fe483c6c46037413c88f	3913152	912.23145566439168024
60	0xef67a6208097869ce4dc69667d6f391a7620c801	15	7180.2	13030070.153197431009497283	478680	16	0x583c4bb4a1cd4de4593d06dea9c8dc5a90361dafe2e8edd74952dce4f9ccb5cb	3913152	927.23145566439168024
61	0x52022b478aeb37e7f759ba7e8cbda22836265ce7	5	2393.4	13032463.553197431009497283	478680	17	0x5cc3a7f72f5662ce756bf04c9427b6db913be4d389aa64604717931dbd365146	3913152	932.23145566439168024
62	0x99fd462735f6b8dee602fbaaa854b30b0fb6b4e7	5	2393.4	13034856.953197431009497283	478680	18	0xc5b47bceb26e92715a828ea903d4e2213ca28dd73fec3d3713bc741581bfb1bd	3913152	937.23145566439168024
63	0xb359ad4af411edea51d8bd7e484b3fa007ed5469	41.5	19865.22	13054722.173197431009497283	478680	19	0xd2273e2ad4be9b1cfb41eb9b6ec8e11723d64cae6952671f3c1fae6d72933246	3913152	978.73145566439168024
64	0xf8f1510afdaecb28f0b8a8f2f5476dc42d9db101	17.80551415475259043	8523.143515596969987032	13063245.316713027979484315	478680	20	0xdd6d6e30e3507e6ed1304e62a293bff59057fa022bd5fef6e75044465597709e	3913152	996.53696981914427067
65	0x7f4823876318fad7321fd813b7abd4a7c60c12a5	12	5744.16	13068989.476713027979484315	478680	21	0xe5731aa36b0918432baf16c46ff8991cfadfcac184f051f203624e020cef27a1	3913152	1008.53696981914427067
66	0x2a51187822e5a148d9779b3be007b09b7fc7a83e	3.6	1723.248	13070712.724713027979484315	478680	22	0xd118a472060cea72a99228361ad6dcb331333e11b28ce80e2d1e3d20c64dbb0c	3913152	1012.13696981914427067
67	0x8800411258c354cd74134369229b5fa2d33a6d08	3.818	1827.60024	13072540.324953027979484315	478680	25	0xe6abf73ba49b94a9d4dbc51390ea780a3068c67e89a32d7365d86a1f7e03094b	3913152	1015.95496981914427067
68	0xe7e9071aa0e36931b8da3f953dc20a81ed68111e	2.5	1196.7	13073737.024953027979484315	478680	26	0xede6a2db6932955cdc36b22471595bc7b23c9a8a440540b6b2627315ab3df36b	3913152	1018.45496981914427067
69	0xd12ff24a58fba88bbfaec7f077dd7e4d453a7e51	0.15	71.802	13073808.826953027979484315	478680	28	0x56c4ecc86bd8e25e7c6b9b89c902a69e1f9bb3b9851cbb86e9ce36eca0b3d8b1	3913152	1018.60496981914427067
70	0xe02c74aa415aa6742798d7fc656a21b88aa4fa47	1.45	694.086	13074502.912953027979484315	478680	30	0x5f36c5acbd6b61363cbeaeb0b8654fac8833ece8123b35c2d44620515c07e261	3913152	1020.05496981914427067
71	0xa82278da4f4856e5661dca8be2415e456021596d	10	4786.8	13079289.712953027979484315	478680	31	0xd46315647cee93863b5949f14b6d4a2677356ff88b90366cce00f52649d5fd09	3913152	1030.05496981914427067
72	0xde5865c161f2b6df00a579557235e56726026610	0.5	239.34	13079529.052953027979484315	478680	33	0x43ede4e6039b6b6c21bf45c8ded1d6b7ef68019bdedfe934a0c77fb0339ca79f	3913152	1030.55496981914427067
73	0x2a798547eecdaaf73735becbb3a892f005957af0	5	2393.4	13081922.452953027979484315	478680	41	0x4f67a7df362cf16938601599469ea93405b7ee38b5583985ec496d7b9791b232	3913152	1035.55496981914427067
74	0x5ee22c3f5c709c30fece68b3cbc65757d34d6402	9	4308.12	13086230.572953027979484315	478680	42	0x0bfc35e1cc2dbd084f04b3af7c42060c2b81be6fe6f42cf67638b05e45176646	3913152	1044.55496981914427067
75	0xd1b01eb50eac81e2a0fcf89aae5b3672776596ed	1.81	866.4108	13087096.983753027979484315	478680	44	0x17469e7e47bebda59839d58215bb278d2c4025a81a1bca0b864220c162c079b6	3913152	1046.36496981914427067
76	0x4c64d2dc1b20af77aab340606625c6bea804c360	0.98790002	472.8879815736	13087569.871734601579484315	478680	46	0x4b2e67cf80c55e4aacd1525c78febdd291a305e0a6c3cd7007015381a49f8de1	3913152	1047.35286983914427067
77	0xa7c89d24da721db34ec7c544688f58ea3bb6591b	2	957.36	13088527.231734601579484315	478680	47	0x5324df9412310c640a0164fbeb658229061e627094415c55cd9cfa401c0e15c4	3913152	1049.35286983914427067
78	0x56550afda6452c11a257d78a6942dac5096e13aa	10	4786.8	13093314.031734601579484315	478680	1	0xac8233e64c6bf8033e8c698e8e004eafec7cf1e9d0f46221283345a1c4fb5699	3913153	1059.35286983914427067
79	0x90ef7500c348a43d71b447d56f91f2a7bee27ce8	40	19147.2	13112461.231734601579484315	478680	2	0xd082001171be65f1bf423b1477cbcc13d2e30f87eda4217b33e1b496b6373499	3913153	1099.35286983914427067
80	0x61f79a083413fe2d977a90a2078ff1a9ca7770e6	5	2393.4	13114854.631734601579484315	478680	5	0x741876a5a738e84f327abdcba7200b3ea456a717d7692d1eb559d5e69fcfce81	3913153	1104.35286983914427067
81	0x2e206555d9073985a030074493977b71ba8986e5	0.800417225	383.143717263	13115237.775451864579484315	478680	10	0x7a59edfa9d476e4c8f98be329fa7269e66bcb3a8b109d10ff1978b3b6507193a	3913153	1105.15328706414427067
82	0x8179117d9ac65eca27be4e73e04cfec5440329f7	0.3	143.604	13115381.379451864579484315	478680	11	0x8e6b93a80eb2edce1069ae7264a1db1de7aeaf35f652249499b1b4366ebfd2ea	3913153	1105.45328706414427067
83	0xe2f624218c5714bc51462c0415b0a4d66db36268	2.8	1340.304	13116721.683451864579484315	478680	12	0xa7cad1a25e1991a4ae790aa5a6197d38a8a710c26703b23438d11cfda4d60c94	3913153	1108.25328706414427067
84	0xc9c78bd87922d1dc1a653f2a6724662d08265390	1	478.68	13117200.363451864579484315	478680	13	0xaca7dd92a9a9109faa6d9e4980fcf8bd23d21de135f4fc1e20d3a0aee0c55e77	3913153	1109.25328706414427067
85	0x661218f97ee63af34baa42d8de03ca57c2d64f1c	20	9573.6	13126773.963451864579484315	478680	14	0xaf9ae969549b1eb99fe8ab7e5d0b52f26c2630352e5bcf253b74af4b7cac1dc2	3913153	1129.25328706414427067
86	0xcf9777a710e7d7f0bc9b695cfa6187d6e22521e2	0.25	119.67	13126893.633451864579484315	478680	15	0xb684c20c5f997e57f19c47d6b7efad657539c358ca653cf4332be70cdbbdf142	3913153	1129.50328706414427067
87	0x840ab4f5aa381abea2e17c8bb632fa87c2ab224c	2.02	966.9336	13127860.567051864579484315	478680	17	0xc60550c0df8aae2cfa719f8f32bd68c219a621e5784b6a2589472f979516b941	3913153	1131.52328706414427067
88	0x9f7f33c6266ef3f649342187bc5a0133ff0ba5fd	15	7180.2	13135040.767051864579484315	478680	18	0xcb0791d5cce9d229d94610ed103ea35c6c4ef509efabe116988497507171f1d6	3913153	1146.52328706414427067
89	0xc9172bd44542212c8e49372c0292a0c932a52739	3	1436.04	13136476.807051864579484315	478680	19	0xcb8bb6af19efd7daa98e6f265f642d3951cdb49325208bb6248a495f06ec1480	3913153	1149.52328706414427067
90	0xc8f9a7246af6650f96401dbbee0c30e5f913cf54	8	3829.44	13140306.247051864579484315	478680	21	0xec432e06d6816d4d8e0391510e85be06cd7473920c91aa8f51413c964e1c2e9d	3913153	1157.52328706414427067
91	0xabb8cdd71ffca5d9607f8cc56c1aa8b1ed135f37	3.6	1723.248	13142029.495051864579484315	478680	31	0xf30d0c4cf0a05f8f6eace6d94187a92c193b9e329309f7d5414956325548edc9	3913153	1161.12328706414427067
92	0x78720b400a04f502e1438722d6addc76b97d69a9	3.99	1909.9332	13143939.428251864579484315	478680	0	0xff06ea8e8a9160e7fb01228e804e703eb8c4ceb0803223dc6114e9e9b837c09d	3913154	1165.11328706414427067
93	0xa63ed2b096212c8032750befaf8eb08709f1251b	47	22497.96	13166437.388251864579484315	478680	1	0xba6ac232f29c9e82f5ac89d7e70685850ef8c8f5a82805d87765b97d80f4f704	3913154	1212.11328706414427067
94	0x5e1d61e07e982aedd99cfe1fd72cbd82f0bc2d35	0.2	95.736	13166533.124251864579484315	478680	2	0x6fb122d57f3e1781eb84b20c778870b1c0c2e14e67afff70ed186ab6d1ab1697	3913154	1212.31328706414427067
