No	Buyer	Ethers	Tokens	TokenBalance	TokensPerKEther	TxIndex	TxHash	Block	EtherBalance
665	0x4903e86a86a274782f05f80b48fc1552530a8061	7	3350.76	16343186.123356279393231438	478680	4	0x0d10975469855889f41f9a424f90d4607daaa20a17909f73324f39ccf098dca4	3913213	7848.590129849334405514
666	0xa1725add1f825825610ded10ea636fc9f673948b	13.5	6462.18	16349648.303356279393231438	478680	11	0x81699066a81bfa174b42f0aa410f45c4e05df9a65c8dbf5bd8f2512787cb3a1e	3913213	7862.090129849334405514
667	0x05c2deab3e3486b18ee8a1e5787073154340e22b	15	7180.2	16356828.503356279393231438	478680	12	0x5490b71587becb35c6f91c1c1c676adbe334c2d4f5e8a09d6714e29b31090934	3913213	7877.090129849334405514
668	0x2ecb3d65993040d26944b347119eefa31f7bf3b4	2	957.36	16357785.863356279393231438	478680	18	0xd09272116a263206fac91e2daef20bbd5e7835912743d8be161549d31fd14398	3913213	7879.090129849334405514
669	0x0c52f8bb5f046b73140a6ddceca0459db5eeddab	5	2393.4	16360179.263356279393231438	478680	31	0x05d0f9e3f05d3d2ea66ff2f3be2cdcc1b18dbbd9bd1a62e77d65d3cacc67aa20	3913213	7884.090129849334405514
670	0xd2b978c9187e69482931016fbcd0a078062e155a	0.31	148.3908	16360327.654156279393231438	478680	53	0x9f0a785270a405888af61e8d336ea97dc8f4f5763a65f0676740b23f0d198e4f	3913213	7884.400129849334405514
671	0xec286f8be15c3acbcb9eda7a5c4393fd18f44bba	2	957.36	16361285.014156279393231438	478680	48	0x133e6eed6f45a14a4b318b501a3ab02b53f753c347eab06246bef7e99de9c95d	3913214	7886.400129849334405514
672	0xe8af12e3c4d34d3aa27a38258d6ce1b803a37e02	10	4786.8	16366071.814156279393231438	478680	54	0xd6f14b7209f988a4958b93c5e835cfb9d0ebdc4a48af04c3ddb8fb6f0b781fe2	3913214	7896.400129849334405514
673	0x12bd7ebdee1f0b2382b5f759bd66b6968c38513a	0.8	382.944	16366454.758156279393231438	478680	55	0x617adbfc05377889ca6aa4960e4c15c8ea9db8d9b38e6222d4d5ad4f16099d40	3913214	7897.200129849334405514
674	0xca8027589471977ab2c386d4c6284c8f73330234	0.65	311.142	16366765.900156279393231438	478680	2	0x2b9c13e6fb09bf849d1b1600c09834db97a7a8961820f30bd4b21c42903517c1	3913215	7897.850129849334405514
675	0x00a920e243c267ae109ff763bac80a1758557894	25	11967	16378732.900156279393231438	478680	3	0x32bb2d184d1bef61acac3d4fe9a8e690f761f71239c13bade8d6acf25621aadf	3913215	7922.850129849334405514
676	0xd682bda378e3b635d28effd8a2a662d48ecf115f	2	957.36	16379690.260156279393231438	478680	4	0xcb079fef0ab07f46aed0b7269292c89c99ded9f5d348e3305edfe771bd095582	3913215	7924.850129849334405514
677	0x3753ab76624d6470ce49aeeba5cc0dd5edfc4c93	17.268	8265.84624	16387956.106396279393231438	478680	46	0x703d9c42a2289b20821bf5751aa77544372efe12cc08560323d49a9ad48f6f89	3913215	7942.118129849334405514
678	0x411ee8d7e63389a5ea3aeff1f79363c0132d6859	2	957.36	16388913.466396279393231438	478680	49	0xea0e3386f5f2f00ea1c6258cb3675099886b4eb01812b32b511fbbe906b170bb	3913215	7944.118129849334405514
679	0xa16840bc08c6d03925939b36d40cb48fe982d028	0.48907823	234.1119671364	16389147.578363415793231438	478680	51	0xfbcf9b3d42f4f2f14a50e6e045399f859a5c47f00e3b8dac69753d0f4bfc5af4	3913215	7944.607208079334405514
680	0x2298ea5e86ec717d181d0f68ed00fda0c2e35d33	0.0559	26.758212	16389174.336575415793231438	478680	62	0x24e6b3c393ff8299e40cc0f467c3134eb8492d4cfe3a078f866665ddf156d188	3913215	7944.663108079334405514
681	0x180d932fbd59c12c180087085cdcdfa50f20c7db	1	478.68	16389653.016575415793231438	478680	32	0x61435a5413f8930062fe5336d836f182f4033778f706701d56f7d67f3c9ee0c5	3913216	7945.663108079334405514
682	0x5326b57f1184ee8a1a2fcab2f2562fccb8027f7a	0.5	239.34	16389892.356575415793231438	478680	34	0xbcbaf2098443fb6e17e8afb6f0161d96abe6eafb22cf70127d1bb126a4f24bde	3913216	7946.163108079334405514
683	0xef5feaeb48d2512a34e6eba9f7e637f1b49f8254	1.27	607.9236	16390500.280175415793231438	478680	35	0xc356edbbc2b6f82f24deb79466212ade4bccc61fbcd3d0026813dbcbaf6a16cb	3913216	7947.433108079334405514
684	0x1b22a64ea64c2f4cf1d6ae25c855db5fe1ca0e20	30	14360.4	16404860.680175415793231438	478680	37	0x460243c50478997f93b2913dd2c0f7d05b3a631c80cbc5cf24fd3fde7931e214	3913216	7977.433108079334405514
685	0xe836c830a9819b644e7c80c7f4c1edb480f8c59b	3	1436.04	16406296.720175415793231438	478680	38	0xb43db71c53ab6b316facf1147e25dd9ec8f1f36d2f8eddfadc0a11665d2cad7c	3913216	7980.433108079334405514
686	0x2b9d22382980276052456509ad2009b9eb7b6521	0.3	143.604	16406440.324175415793231438	478680	45	0xd4c5dc07c1f63d93dcb384ef157e95b53de86658d81f16779b9e4d9d2748e658	3913216	7980.733108079334405514
687	0x94e2c45be73cf6ad58f4b63d0c4b2f8f55cf7141	3	1436.04	16407876.364175415793231438	478680	49	0xf1800b6799b29901e6287d47ea5ead8dbfcc95c7cd5ba68b64971d3ab7fba991	3913216	7983.733108079334405514
688	0xf052c41ecdbc42ef0c6b8649b10e6c7aef987641	40	19147.2	16427023.564175415793231438	478680	0	0x035b454d325b8d94f8ef257e9f5f7c0973f8bbad1630a3bb09899fc7dfc29632	3913217	8023.733108079334405514
689	0x9c3fbdc000964207e3a8607a8d79e32f8514c322	0.2	95.736	16427119.300175415793231438	478680	24	0xcad8562ffc4f6dbe63ab498cacf246fc852e27572a4d17b324389270f9b86218	3913217	8023.933108079334405514
690	0xe933b93898c9688ecb77949907c9437190be650a	3	1436.04	16428555.340175415793231438	478680	38	0x0bdd2cd869e3ff3492fd36c3001b4af3a1b3b54aff3fb009924b2a496d8c5bbf	3913217	8026.933108079334405514
691	0x7a82fb208303aab2369105ba03c9c0146ac8fd86	0.5	239.34	16428794.680175415793231438	478680	6	0xd8ee0e4c104abdabc42bc1759b460adc23129c771ef894c4221dabbc38dbdbeb	3913218	8027.433108079334405514
692	0x6d6bf8a1dd43b5cce6ed6f48c5110304f5d61731	0.3	143.604	16428938.284175415793231438	478680	11	0x66c7281530058a8240db0ce5d1391db28812f4bbf123966c3d04dc147a8c4c8d	3913218	8027.733108079334405514
693	0x00c84b0d12a70d0b4f2473b93da369be481eecec	0.24	114.8832	16429053.167375415793231438	478680	12	0xc190674e863efcea6dbd2f46b2a1cfab839dd579283d2dd9e240a24d11cd41ae	3913218	8027.973108079334405514
694	0x6a49478e40cad6dc038d47e0911ef0e0e5588d5d	0.4	191.472	16429244.639375415793231438	478680	19	0x8151c96d0956cf1a82e9027af05f09d529bbcb996bcf1ba610307436b75e0aa5	3913218	8028.373108079334405514
695	0x64ec44cd404d88adb4aea25e5caee45e5a3790c7	2	957.36	16430201.999375415793231438	478680	43	0x5c53eb161075374e51b1e51304541426b0d5c7c95072995533726c518d20816d	3913218	8030.373108079334405514
696	0x0b89a4c13fc8f9d40a0a03744016292eb32b65f5	4	1914.72	16432116.719375415793231438	478680	46	0x64631a1f769291f238baa0b7a6e9caaef613f7249cfe5ae70ab5180f75309ac6	3913218	8034.373108079334405514
697	0x99b3c0c5a54642e3b6e031fa28b8806b720900e2	1	478.68	16432595.399375415793231438	478680	51	0x7900b95481835331925d9023f11d84281be1ceea3e9b3703abd95520ac2062f2	3913218	8035.373108079334405514
698	0x402710770885913d2c6f3d10a9961713cf5aa07e	1.93	923.8524	16433519.251775415793231438	478680	64	0xab4c5d8f7773d1d24d6aebab5a516a1b3b8800c929952bf4269fcc719af81e8f	3913218	8037.303108079334405514
699	0x07bdd68020a16a44c0fd68c9c8557d86a743e4ff	1	478.68	16433997.931775415793231438	478680	1	0x86006b158a401b22c5222266b9a7da5f9d0b2508c530e2b34c01711510a137d5	3913219	8038.303108079334405514
700	0xe02cccaa6ba439d730028041e2dabaa5584f9fa8	25	11967	16445964.931775415793231438	478680	3	0xfd15a05b2329056f5077813e4a7346dd0ef77d600da866fc4b920c604dfbb11f	3913219	8063.303108079334405514
701	0x1337712c10e01c6abd22ae32d1c74f88154621b7	12.341939549155289861	5907.839623389654150663	16451872.771398805447382101	478680	6	0x778afecf8ab1e7318fdf8aa03486bdca6523e921c14417e8e57ad522cc0a63e1	3913219	8075.645047628489695375
702	0xf8047e5a6c8a96858b94633974059e28489fccfa	11	5265.48	16457138.251398805447382101	478680	11	0x4843e715b1326a9f7ea3cd78b88ff46ab0e18281bdb14afebdf41fb3a51381a8	3913219	8086.645047628489695375
703	0x7812c529773fd9f81a26ee17b799b9a88faeb4e1	4.96	2374.2528	16459512.504198805447382101	478680	18	0x32e1fd76a815dd388d4729cb257151cf2c581d7b41971b6d0545ecea163a6e04	3913219	8091.605047628489695375
704	0x5865c90dc62ee5c5eb02ae3fbf778e335a4b8772	0.04	19.1472	16459531.651398805447382101	478680	35	0xad4f300356d5b113e631c6cdad0bb148291b628d4780f5556e34627be05807b0	3913219	8091.645047628489695375
705	0x53e48e09c42b717906e8f0e7cf562af347877787	3.86	1847.7048	16461379.356198805447382101	478680	52	0xa13cd619589afb7bdfeedfd4427fcca63defc4977ebe41ecad9d9110d61a8e9e	3913219	8095.505047628489695375
706	0xab61a20f43aaa0e3df716df76e111090b1e0de36	0.05	23.934	16461403.290198805447382101	478680	59	0x3552d51cf5a5d5b281fbd2eae7b1932041c5b30494f613c9f2830c6ab11a45c4	3913219	8095.555047628489695375
707	0x1a94274ad2c8d8b8cbb172aa45f6dccfb1f62127	0.003	1.43604	16461404.726238805447382101	478680	62	0x519dbd15e40f8ccefa605d3994fec6c176ec229c9fe06f3230a5d8b9cc879eb2	3913219	8095.558047628489695375
708	0x486ac3ed9a534d019e9e2c600ed7111aa05624a6	62	29678.16	16491082.886238805447382101	478680	38	0x6f9ef904fbc584ed9285e9df26f634c95cec66577d9fe609768c24f9cd680e0e	3913220	8157.558047628489695375
709	0x934111bb6536935f9f9487a3f9e029a2009b9979	0.1	47.868	16491130.754238805447382101	478680	40	0xf6e94d927f1007232ef84fb3e482456d268d297ce5410c352400ebbee573db95	3913220	8157.658047628489695375
710	0x0788072271f8e7e736e5f54990d703dfcd88e168	3	1436.04	16492566.794238805447382101	478680	41	0x4173c208fdfc2cc0110fb6da7e2c27496fcb4274607444ea9c3b2772837cc426	3913220	8160.658047628489695375
711	0x4f48e1b03e95b6ca0a2e03bda03211e76ec1c4d5	0.05	23.934	16492590.728238805447382101	478680	69	0xd0eed493d9427df0487d96d3bf2d7a6175313f756419620481e88de1a2e80a1d	3913220	8160.708047628489695375
712	0x7a7eec9853ecab11f2ae1644159bc0597baa8228	0.12973407	62.1011046276	16492652.829343433047382101	478680	2	0xed7651ca5a5337bca4789d80b39980ea9937a92fa132625f6b6e1d1cf2dc15bb	3913221	8160.837781698489695375
713	0x4ce37b6f2d29b35ea7eb1a604e596f5b3388b07b	10	4786.8	16497439.629343433047382101	478680	4	0xe78f26929060e6a73549323ea0dbb6d4e5d45ff48f45bd59004df7b5d6da539c	3913221	8170.837781698489695375
714	0x0074ca1979889653aaefd4b112b93b029e682288	1	478.68	16497918.309343433047382101	478680	11	0x157b9e64038756f1db459125f254053eeb06d0d36ce3f5be24aa0ef1c1488233	3913221	8171.837781698489695375
715	0xe1ac36d0e4c86e37981f322a9582aab2ede31cd7	1	478.68	16498396.989343433047382101	478680	20	0xb0a4fedfdd49a88ccd863a421ae625b3440853e76a55acb2aa5c36eb42937595	3913221	8172.837781698489695375
716	0x0e90e3eec93b3d31a51a8d7eddb4f161f0001d84	15	7180.2	16505577.189343433047382101	478680	3	0xd71a8268111e0b6857f6e47ecc21ea6a1c5d98ffeae8c0f66a50d367d989c726	3913222	8187.837781698489695375
717	0xdc2a23bc9455986897d2e513b9887c795b9a355b	0.55	263.274	16505840.463343433047382101	478680	5	0x0ebd511e64d67213195bc9a06475ea4a58f32609675767054b1d1fd839c85bad	3913222	8188.387781698489695375
718	0x283523827a006b3229017839ecb8126de6204271	1	478.68	16506319.143343433047382101	478680	29	0xfa83c7e3727a0389229ddb0328356fd27cf36dab0436f93bf74b9a6eca62bb95	3913222	8189.387781698489695375
719	0x29feaa65869e737ad53bfc2325bd8ffed8d27a07	30	14360.4	16520679.543343433047382101	478680	0	0x6770afa1f6d68b10770229e6855742fd254092684c990a9f478dcd9b8bcc0e7f	3913223	8219.387781698489695375
720	0xfdd3eac4535900d55d67754bfc5009f7d3c65f41	0.9849435	471.47275458	16521151.016098013047382101	478680	20	0xd2dc4794c60e6183690412c4ebcfb6b3ad05357bef5fc8ff3839a6c9ef40f8ff	3913223	8220.372725198489695375
721	0x0ad1fc9f0759fd214d7be8978263ce1fedc9c810	0.2	95.736	16521246.752098013047382101	478680	21	0xf65ca24cedf021dfcd7f8754a1de1cf31723524d908191522f8950b908ad567e	3913223	8220.572725198489695375
722	0x4e532cd2bbd887ac97fd1278ea2efe9f324af12f	1	478.68	16521725.432098013047382101	478680	0	0x77b3df3f551fcd8f29c50e1abb4d36038af0eff056d7ef3d8d3b2e0817364901	3913224	8221.572725198489695375
723	0x3b1b3eadcbbb66084869b7bb08591733ad9bff9b	1.63	780.2484	16522505.680498013047382101	478680	3	0x27b1a5c3c7217f7e8d9b86238494b846498a7af0dd8b5da1ff6e8412533443aa	3913224	8223.202725198489695375
724	0x9c3fbdc000964207e3a8607a8d79e32f8514c322	0.04	19.1472	16522524.827698013047382101	478680	6	0x26df60903ad0e38098a53737fcf78e2ec7957fbfc8385f837a6082754c4f404f	3913224	8223.242725198489695375
725	0xbad43f5074c6fa0b1ef306fcbe666836028d6ffd	5.28	2527.4304	16525052.258098013047382101	478680	7	0x70faa2dec51bb436c53c19af656551ea30131f7e3bf034fe7d03945cf333d017	3913224	8228.522725198489695375
726	0x18d3a0d803a77f70068b34eefa5a1a8dc585654c	0.854036205385903167	408.810050794124127979	16525461.06814880717151008	478680	8	0xbb95bb206952f68617c4a890a78b222ac5f50782c382e4d253c4c648ff5f94d2	3913224	8229.376761403875598542
727	0x349b86dafb01eb39c3b67541953ed9a99d3f9c00	0.2	95.736	16525556.80414880717151008	478680	9	0xf1957992da9037b09a767eeafe679c8cc9b9d5bcfd6b461f017e4acbc639a012	3913224	8229.576761403875598542
728	0x52284b841362691e77545fa9c65feae2d8b7355d	1.2	574.416	16526131.22014880717151008	478680	11	0x129320b9af305c80cd18dc9c0dac9a9f4340b42caa3dacd7759a0874dc1c0074	3913224	8230.776761403875598542
729	0xc86dcffd52eb937ec7fce67550893f31d6333bcc	2	957.36	16527088.58014880717151008	478680	57	0x8064f6f206d7f84d293abfcbb569b54719b36022337f1557c2e6af54a4bce6d3	3913224	8232.776761403875598542
730	0xbede6e1b9417dd9a44eaddb928c136b152a6ce9c	0.5	239.34	16527327.92014880717151008	478680	61	0xbd2e150a176239fe54b3cb73d4a63ccbb1b9a80dac64c2ab2fcf176603b1a44b	3913224	8233.276761403875598542
731	0xe0e21f46206f8f6902056fe1f78a96468b95a881	1	478.68	16527806.60014880717151008	478680	71	0xfc69924369062f402620674a0812f4a962fd274fa673dd70c2bbfeded5ab6d4a	3913224	8234.276761403875598542
732	0x00ef30429a06df64cd36b11ac736e76c9bc1dc86	50	23934	16551740.60014880717151008	478680	2	0x57831c5fbeefb87b043bd67d2726e32650398a91ecc5704e291764bd7547b40b	3913225	8284.276761403875598542
733	0x2d5bd67e09addd7053d9b7a8e8a28269a5249ad1	0.11	52.6548	16551793.25494880717151008	478680	5	0x107965d56f10e0eb5a34ddbcfba1eaf264ee3331adf9acb5f5a8ccf4207e611d	3913225	8284.386761403875598542
734	0x0bb952407eadbf38108d1c570a2e7b798f136774	0.1	47.868	16551841.12294880717151008	478680	7	0x79f20c072a3552af0dfbeb826d95865fdcac662c21277fa537a1f3e8cdc00702	3913225	8284.486761403875598542
735	0x64ec44cd404d88adb4aea25e5caee45e5a3790c7	5	2393.4	16554234.52294880717151008	478680	22	0x8e0fbc7e49cf74089380d6958be5deca6e5ef4daae04d784fdac5f993f324b4d	3913225	8289.486761403875598542
736	0x73ac5742843e8033c517a46f4c8157927df173cf	4.2	2010.456	16556244.97894880717151008	478680	26	0x3b08715d7813f0e13f7310857efee93761deb8cf55bca4bbff0cb1a79345b8ae	3913225	8293.686761403875598542
737	0x44cbf96f34bc4cf9902273090d9512e79f159c4a	1	478.68	16556723.65894880717151008	478680	2	0x04f493993a7f81ccd4b5d1ed2d0b2bb5dbd511f96fbbf5f5a7828791f4f9a329	3913226	8294.686761403875598542
738	0x4de2f824a5797bbd2108ce1f9f336e0ba305c723	1.001544660565199522	479.41939811934970719	16557203.07834692652121727	478680	3	0x68f37ee7d4b8dfd67b506aef5912f3ce7e53c075641303b17ed800e080731d92	3913226	8295.688306064440798064
739	0x0334a4cc5f616e3bfa7345b8639b502b20e6d679	3.3	1579.644	16558782.72234692652121727	478680	4	0x76507170be8c10c61a1a473c179b10d26aaeaf7486f6a241753abe63ebc7acd6	3913226	8298.988306064440798064
740	0xddea624f3cc3da8e9fc2d9a85cdae1118fc8d22f	1	478.68	16559261.40234692652121727	478680	2	0x56129c7c7c0db13a5086993e3674e0264a71a0657480230ff938552b464ffa79	3913227	8299.988306064440798064
741	0x97d84fa169270414153a100bf93d66a0177913d7	0.978	468.14904	16559729.55138692652121727	478680	13	0x5bb13362dc6992831c1cf5da7b57f12a42bcad14609e752662577808c9901287	3913227	8300.966306064440798064
742	0x1f5522d00170e5f3711ff957acf038df3c6df50b	0.5	239.34	16559968.89138692652121727	478680	14	0x89a16967f781f43d6f5f0d441cf2d77cc900511a72ae5ef915efaea6211e06b8	3913227	8301.466306064440798064
743	0xa597bbaf9f5b88592ef12458a846c9a37273f751	0.5	239.34	16560208.23138692652121727	478680	15	0xec06852a2684fd11f76f01985071c689c84b8b780bfd988e41a99430cf4ad0c3	3913227	8301.966306064440798064
744	0x2f411046d5905360aa4e3177ca16170b9c08a295	0.4178156	199.999971408	16560408.23135833452121727	478680	21	0x94494354c122aa5e29b725db58d010c5311a68df1ede6e0eac289791241497fd	3913227	8302.384121664440798064
745	0x9d5eec2da0d778e96dc46562eee1cda8f28da459	2.45	1172.766	16561580.99735833452121727	478680	0	0x922b2a60580b138e8101e222a19b42852a240eff75ebf9f70e052f09e9df93e6	3913228	8304.834121664440798064
746	0x0b5a31f669dbb7a05bdf29104028f2651f2bcdd2	2	957.36	16562538.35735833452121727	478680	6	0x069319d90efd37de22c88609a538f265f6f0547a30655fad18dd824b6374f8b0	3913229	8306.834121664440798064
747	0x07bdd68020a16a44c0fd68c9c8557d86a743e4ff	2	957.36	16563495.71735833452121727	478680	7	0x20726e179639f92202c32fe39043972241b7651e67cd2793f18833cb5e19ddb0	3913229	8308.834121664440798064
748	0x71b580006ba651ee10ddbf5a0a8ba4c0ed224032	10	4786.8	16568282.51735833452121727	478680	9	0xb877cec2994b6a99e8cd0c58761f865b9353a117e8febd749a4de34785e31d6e	3913229	8318.834121664440798064
749	0xfdd3eac4535900d55d67754bfc5009f7d3c65f41	0.0068782	3.292456776	16568285.80981511052121727	478680	11	0xb9acd636362140a83fef83f86aa2a28638bdfe7c5f39f371e9a414ba4eda1944	3913229	8318.840999864440798064
750	0x1e73c1c4538685e848fd76edc2d379ad56f7219e	2.8	1340.304	16569626.11381511052121727	478680	12	0xd33bbb1be0696bb086a31edcdc0b3e7fc8df84c8ff868e6cfe904d61f199ebdf	3913229	8321.640999864440798064
751	0xb48dd5be8b4b1102731d2101da0c21b99b73f7ae	0.2	95.736	16569721.84981511052121727	478680	19	0x9154825021e8aeb33f6ac5d5a4236b2ee5dd181708ff9ce8cc323bad05589a8a	3913229	8321.840999864440798064
752	0x44061be116a5cf4c9faa9c21077a7924da9cb99a	30	14360.4	16584082.24981511052121727	478680	30	0x89b30d898f01e0fd617441bc76026e05a47813b6aa6f61f41f9fb05b011cb20e	3913229	8351.840999864440798064
753	0xd3232365815c9d757e6274ad30ecfb5d89ac92dd	0.15	71.802	16584154.05181511052121727	478680	47	0x0e4f5b6666637a698ed138f74126dcee819cc02debcd3307c97318d86b7af1ef	3913229	8351.990999864440798064
754	0xf4487a0a91f3c75bb9631fe6160690d9149ed853	5	2393.4	16586547.45181511052121727	478680	53	0x2142f99b75ed5a770dc9b4a5be2fd09a6418b7f318ecfe660f0b0ec080925e6a	3913229	8356.990999864440798064
755	0x4838021cd9031cc2aa780a0b07dfa671fcaee2b6	0.7603	363.940404	16586911.39221911052121727	478680	81	0x80c46ae1fdf6bae314d3dd5bb65ddda12d99fcc9ce42b0866de1a62e03bc0219	3913229	8357.751299864440798064
756	0x4322ef8739c74fdde93c359843982d35393fd565	2	957.36	16587868.75221911052121727	478680	93	0x9f865a971352cf57aa5d66b8e7679f5d93dfc1d8941055e86e2901046d4554cb	3913229	8359.751299864440798064
757	0x56a331aa13c963f3f57b3e474bf68316bc42c60c	1.9875832796651206	951.416364310099928808	16588820.168583420621146078	478680	112	0xe765a266ed362305979310d8fefd0f9bd3e14d326d168c476d6e3694c9fc445f	3913229	8361.738883144105918664
758	0x033724fa9c4cb645d4ed582c402c32a5eb3159a7	1.944242739	930.67011430452	16589750.838697725141146078	478680	126	0x13381c7e60ef065932ea23cabd0b2874553601a3bc38b7dcf1eb46b060d775db	3913229	8363.683125883105918664
759	0x2de7b408c6fdd0960c2e7966e7cfb7f3f276125c	20	9573.6	16599324.438697725141146078	478680	4	0x8d24afaa8f4d0d008f5516e0af4df1776c8198fa32748a48a53c96ce23679f35	3913231	8383.683125883105918664
760	0xdf1a133b44cb6ffec99550fd4708df0224d5a0a5	0.27	129.2436	16599453.682297725141146078	478680	34	0x5069d899af1884fcbdea4f86ec0f173fc4dd1f78079e3b0104bb1fa0fdf4cc8f	3913231	8383.953125883105918664
761	0x64195bdf9564ec93dcb2aa3efbdf15f18bcf2550	4	1914.72	16601368.402297725141146078	478680	36	0x7be0e3bf7632cdad38c28e54e43f07214d58706325f6bbf550450af5ada0bf78	3913231	8387.953125883105918664
762	0x4b90e5820fd896b286c857788e931117c8ffcbf9	0.045	21.5406	16601389.942897725141146078	478680	45	0xcfb66b436eda6663722b3f7df70a92f04525e8e8ac341a93bf91c49c306655ed	3913231	8387.998125883105918664
763	0x94594bd1d4bb56b43a56a096a914275419f192e7	0.032518285	15.5658526638	16601405.508750388941146078	478680	52	0xfbcdfbf98bd74c5d02094203a8602662bf451d065e28375dbfd06892216466c3	3913231	8388.030644168105918664
764	0x74f6000c416e19c8ada300eaab43690baf747d56	1	478.68	16601884.188750388941146078	478680	2	0xc9c9d426a282a24759f057fc1d570d25bee33d29807c2fac5f8a972a6677a593	3913233	8389.030644168105918664
765	0xd0fec9c99e3b22f47f722755edc7a44859cb9553	50	23934	16625818.188750388941146078	478680	5	0x367f0d186912b81591c00e216d7f3525677a6d1a19bb06f80192909d89a44637	3913233	8439.030644168105918664
766	0x992b4609935fe143891bfc7b69f18d12a87a9872	0.3	143.604	16625961.792750388941146078	478680	7	0x9aa2d65ab13c04edb3cd184e711dbf9406ecfb336c847278b4a6d34397bd8c3f	3913233	8439.330644168105918664
767	0xdd4d6963ad8ec527a0c999cccb01f63bb4cafe5c	0.368	176.15424	16626137.946990388941146078	478680	9	0xf583c843b5f7edaa903dd045fec18d310698ceec65e28b817d94e462d4a41893	3913233	8439.698644168105918664
768	0xc7857a42d78c765cbce8cbd401dbb714b9bb3dfa	0.5	239.34	16626377.286990388941146078	478680	10	0xf71aab3687fbc6a3a05a501bbd06ca38b50219d444caed779177ffa4a0134b21	3913233	8440.198644168105918664
769	0x8e465006a05f51471c5bdeb0c8fb6bb7181f06dd	5	2393.4	16628770.686990388941146078	478680	16	0x72652809003c69e3b2acac3c8d511276f5f308f8e33955d94423669be37adfec	3913233	8445.198644168105918664
770	0x542c0f660af41fc72b8b2088040a03da0840751f	40	19147.2	16647917.886990388941146078	478680	17	0x4c0ad4e58cbcdf8140a7df9e869562a80652675699dafde8f15011e86482f728	3913233	8485.198644168105918664
771	0x97122926f1bd8644be5d8800b2505028ab282234	0.49	234.5532	16648152.440190388941146078	478680	29	0x41981e01cd2ab92db6fad56ff42faf4a4dc5f57dc9e3e54c0a859e65d16003f2	3913233	8485.688644168105918664
772	0xcbe9942a5506e997e47bc86c526ea5bc090f152a	0.035	16.7538	16648169.193990388941146078	478680	53	0x8ee99deab6947549eeef62a858bfc248b8ec0d33fdb8e930f68a5b99d4023243	3913233	8485.723644168105918664
773	0x11fd440a45eb85a297c23b2ca4fd45b14c4c832a	2	957.36	16649126.553990388941146078	478680	66	0xf210493e67b0a0e355b37efc8f2a33a81465d1502a367805bc28e1e090a9ad6a	3913233	8487.723644168105918664
774	0xe5712d1dff0f400f3e9f13c15d74326396fc635b	1.3	622.284	16649748.837990388941146078	478680	5	0xa3bf1ffb8776b871d1f1af51b89447c62f8a95c94588fb9e73a52dad40567ae5	3913234	8489.023644168105918664
775	0x7745af1fb0b25a2137e6a60ec2508fb84206ca27	4	1914.72	16651663.557990388941146078	478680	12	0x7e8e89e1347a95d22cf001b158ff1d21b7a9d3b2992da8cd37660c1c762bef1b	3913234	8493.023644168105918664
776	0x920896e5679dea5fb6e4c9e7704ecf908abbea15	0.6984	334.310112	16651997.868102388941146078	478680	21	0xc14e472af4818e501636f44ab5315b8be2f6e24661cf5f315317b1b339c96707	3913236	8493.722044168105918664
777	0x842ac876c6d41a1b1ece15d6167b1cccd418c8a7	5	2393.4	16654391.268102388941146078	478680	6	0x5e2f12679c513cafb1a776fd6806d719757fea9ce2a446d68ee37a003909737a	3913237	8498.722044168105918664
778	0xdf1718d37ed7579242ccf4f2160d09685eaa9e2f	1.9	909.492	16655300.760102388941146078	478680	8	0x8cbcb01c4355928a41f69a83bcc815c45e0420607d19815fb7c90f5535daa33c	3913237	8500.622044168105918664
779	0x0e5bed5a67f3d944eed8715d5afd3d00a10522b2	11.32598845	5421.524151246	16660722.284253634941146078	478680	9	0x8dffee81b63d4f39ff8c01d3cd1ce9e7df2dfd7b43ff394e59cfb851cdd02b7b	3913237	8511.948032618105918664
780	0xdbf3f1f4421429d22841c6e7cdf0618e55b86d22	1	478.68	16661200.964253634941146078	478680	26	0x6fc1b94b18efa28248ec8799ec9549af37466d27b9041f0fdd40be3a31ffe4ce	3913237	8512.948032618105918664
781	0x83d63bd3b58e8ab3ee0d1a72de5374fb849262e3	0.1	47.868	16661248.832253634941146078	478680	31	0x2037cf33aef4b1e89d428973b953460719b0a8cde2c92e2787123c7cc60cea6c	3913237	8513.048032618105918664
782	0xd5b9d277d8aad20697a51f76e20978996bffe055	2	957.36	16662206.192253634941146078	478680	3	0xa245c2d3e6883c59d85bba4bff0f023c3e830a42d19ce6fe3a1eddc5937fa7b3	3913238	8515.048032618105918664
783	0xd605391c1255bf7185143faa260681b1e15497ff	1	478.68	16662684.872253634941146078	478680	25	0x5737893cbb916b7a7ee4ddde4a6ed0e64664e4315f14aa5b4d95dca163da7c05	3913240	8516.048032618105918664
784	0x87f879ef10ca9ace269dc6ac8217e11c294a1aea	7	3350.76	16666035.632253634941146078	478680	33	0x2993d7ae5253aa341e5e290caedb52f38d6dd02796fc95e7e0300a8f08033a98	3913240	8523.048032618105918664
785	0xc2e235516e32a4167a5d69ffcebcf00a91666cb8	0.03	14.3604	16666049.992653634941146078	478680	5	0xb3beb5ad6cd234c4ac81d17046d75042d118e502c256d411f4522fb3235278d6	3913241	8523.078032618105918664
